Product Number,Material,Form,Choice,Grade,Finish,Surface,Quantity,Weight (t),Length (mm),Width (mm),Height (mm),Thickness (mm),Outer Diameter (mm),Wall Thickness (mm),Web Thickness (mm),Flange Thickness (mm),Certificates,Location
40960403,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
46217205,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
35185147,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
15969279,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
35455725,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
38101072,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
12166433,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
57531712,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
16120016,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.079,10000,2750,,5,,,,,2.2,CZ
16314108,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.295,12000,2750,,5,,,,,2.2,CZ
99199900,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.589,6000,2500,,5,,,,,2.2,CZ
43820831,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
33208249,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.178,12000,2500,,5,,,,,2.2,CZ
43280513,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.589,6000,2500,,5,,,,,2.2,CZ
32367948,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,0.589,6000,2500,,5,,,,,2.2,CZ
15038379,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,0.589,6000,2500,,5,,,,,2.2,CZ
20354770,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,0.589,6000,2500,,5,,,,,2.2,CZ
46763798,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,0.589,6000,2500,,5,,,,,2.2,CZ
93742962,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,0.589,6000,2500,,5,,,,,2.2,CZ
69704659,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.178,12000,2500,,5,,,,,2.2,CZ
51916174,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.178,12000,2500,,5,,,,,2.2,CZ
98091362,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.491,5000,2500,,5,,,,,2.2,CZ
28666108,Carbon Steel,Heavy Plates,2nd Choice,P460NL1,Normalized (+N),,1,1.159,7180,2200,,8.9,,,,,2.2,CZ
25794919,Carbon Steel,Heavy Plates,2nd Choice,P460NL1,Normalized (+N),,1,1.159,7180,2200,,8.9,,,,,2.2,CZ
58474107,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,0.675,6877,2500,,5,,,,,2.2,CZ
33243398,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.707,12000,1500,,5,,,,,2.2,CZ
81997405,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.942,12000,2000,,5,,,,,2.2,CZ
63334089,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.707,12000,1500,,5,,,,,2.2,CZ
64469678,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.942,12000,2000,,5,,,,,2.2,CZ
95200421,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.707,12000,1500,,5,,,,,2.2,CZ
41209689,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.707,12000,1500,,5,,,,,2.2,CZ
16589402,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.707,12000,1500,,5,,,,,2.2,CZ
41981519,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.942,12000,2000,,5,,,,,2.2,CZ
84459321,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.942,12000,2000,,5,,,,,2.2,CZ
57644470,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.942,12000,2000,,5,,,,,2.2,CZ
14655642,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.178,12000,2500,,5,,,,,2.2,CZ
66367983,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.178,10000,2500,,6,,,,,2.2,CZ
56874462,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
39281759,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
62725413,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
75205890,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
68253387,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
14197128,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
86662999,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
48717687,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
32250040,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
88205232,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,0.3,3060,2500,,5,,,,,2.2,CZ
27056506,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
15384675,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
71207883,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
79785599,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.246,2220,2200,,6.1,,,,,2.2,CZ
11077286,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.942,12000,2000,,5,,,,,2.2,CZ
69701937,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.413,12000,2500,,6,,,,,2.2,CZ
31252500,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.413,12000,2500,,6,,,,,2.2,CZ
54538437,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.413,12000,2500,,6,,,,,2.2,CZ
15144510,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,12000,2000,,6,,,,,2.2,CZ
55494098,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.413,12000,2500,,6,,,,,2.2,CZ
94575948,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.178,12000,2500,,5,,,,,2.2,CZ
19550162,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.413,12000,2500,,6,,,,,2.2,CZ
96170529,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.3,9200,3000,,6,,,,,2.2,CZ
80287163,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.3,9200,3000,,6,,,,,2.2,CZ
77792734,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.13,12000,2000,,6,,,,,2.2,CZ
83908904,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.13,12000,2000,,6,,,,,2.2,CZ
43072349,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.13,12000,2000,,6,,,,,2.2,CZ
83925264,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
22748591,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
57557216,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
64255456,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
68538580,Carbon Steel,Heavy Plates,2nd Choice,VL A,As Rolled (+AR),,1,1.178,12000,2500,,5,,,,,2.2,CZ
60468800,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
20408131,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
69183602,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.413,12000,3000,,5,,,,,2.2,CZ
39328209,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,2.261,12000,3000,,8,,,,,2.2,CZ
54840328,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
52352853,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
35237414,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.178,10000,2500,,6,,,,,2.2,CZ
99236719,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
33524032,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
59971585,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
40733725,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.178,12000,2500,,5,,,,,2.2,CZ
78924440,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
79580673,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
94343765,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
30992809,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
42940941,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
77357234,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
19033675,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
15782502,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
28613248,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
72000296,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
55485201,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.137,11150,2210,,5.6,,,,,2.2,CZ
31326825,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
92806924,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.137,11150,2210,,5.6,,,,,2.2,CZ
35511189,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.137,11150,2210,,5.6,,,,,2.2,CZ
50958649,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.137,11150,2210,,5.6,,,,,2.2,CZ
87440382,Carbon Steel,Heavy Plates,2nd Choice,P295GH,Normalized (+N),,1,1.531,12000,1250,,13,,,,,2.2,CZ
20774428,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.137,11150,2210,,5.6,,,,,2.2,CZ
63282639,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.137,11150,2210,,5.6,,,,,2.2,CZ
17044606,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.137,11150,2210,,5.6,,,,,2.2,CZ
28998232,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.178,10000,3000,,5,,,,,2.2,CZ
26931226,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,0.509,6000,1800,,6,,,,,2.2,CZ
60542872,Carbon Steel,Heavy Plates,2nd Choice,P355GH,Normalized (+N),,1,2.389,11720,2910,,8.5,,,,,2.2,CZ
31305471,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.98,1200,650,,160,,,,,2.2,CZ
97388831,Carbon Steel,Heavy Plates,2nd Choice,S355NL,Normalized (+N),,1,0.215,3050,1500,,6,,,,,2.2,CZ
66209392,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.785,8000,2500,,5,,,,,2.2,CZ
69498457,Carbon Steel,Heavy Plates,2nd Choice,P265GH,As Rolled (+AR),,1,0.589,6000,2500,,5,,,,,2.2,CZ
70175491,Carbon Steel,Heavy Plates,2nd Choice,P265GH,As Rolled (+AR),,1,0.653,2750,2750,,11,,,,,2.2,CZ
85097794,Carbon Steel,Heavy Plates,2nd Choice,P265GH,As Rolled (+AR),,1,0.412,4200,2500,,5,,,,,2.2,CZ
64606702,Carbon Steel,Heavy Plates,2nd Choice,P265GH,As Rolled (+AR),,1,1.091,8940,2960,,5,,,,,2.2,CZ
36577315,Carbon Steel,Heavy Plates,2nd Choice,P265GH,As Rolled (+AR),,1,0.727,5960,2960,,5,,,,,2.2,CZ
80420948,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.366,11600,3000,,5,,,,,2.2,CZ
47256780,Carbon Steel,Heavy Plates,2nd Choice,P265GH,As Rolled (+AR),,1,0.589,6000,2500,,5,,,,,2.2,CZ
60795987,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
91350125,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
41211868,Carbon Steel,Heavy Plates,2nd Choice,S235JRC,Normalized (+N),,1,0.721,5100,3000,,6,,,,,2.2,CZ
70081327,Carbon Steel,Heavy Plates,2nd Choice,S235JRC,Normalized (+N),,1,0.721,5100,3000,,6,,,,,2.2,CZ
47958518,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.292,2420,2400,,6.1,,,,,2.2,CZ
98376785,Carbon Steel,Heavy Plates,2nd Choice,P265GH,Normalized (+N),,1,0.542,5116,2500,,5.4,,,,,2.2,CZ
59861546,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,1.24,9620,2450,,6.7,,,,,2.2,CZ
77648297,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,1.24,9620,2450,,6.7,,,,,2.2,CZ
57279227,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.854,8700,2500,,5,,,,,2.2,CZ
56176554,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.991,10100,2500,,5,,,,,2.2,CZ
20457971,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
32497211,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
17344238,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
71589546,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
49009883,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
88566702,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
78975341,Carbon Steel,Heavy Plates,2nd Choice,P265GH,Normalized (+N),,1,0.542,5116,2500,,5.4,,,,,2.2,CZ
85720227,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,0.55,3894,3000,,6,,,,,2.2,CZ
28631476,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
39455322,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
99986324,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
45534195,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
51203077,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.079,11000,2500,,5,,,,,2.2,CZ
45858810,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.128,11500,2500,,5,,,,,2.2,CZ
57447687,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.962,9800,2500,,5,,,,,2.2,CZ
39407639,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
95510539,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
96849022,Carbon Steel,Heavy Plates,2nd Choice,P265GH,Normalized (+N),,1,0.542,5116,2500,,5.4,,,,,2.2,CZ
24012521,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
12416743,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
43080298,Carbon Steel,Heavy Plates,2nd Choice,S235JR,As Rolled (+AR),,1,1.696,12000,3000,,6,,,,,2.2,CZ
44103132,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.287,9110,3000,,6,,,,,2.2,CZ
70811373,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
76993458,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
12294224,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
11951912,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.13,8000,3000,,6,,,,,2.2,CZ
88293261,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
16183759,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,0.326,3327,2500,,5,,,,,2.2,CZ
41476210,Carbon Steel,Heavy Plates,2nd Choice,P265GH,Normalized (+N),,1,0.542,5116,2500,,5.4,,,,,2.2,CZ
26535652,Carbon Steel,Heavy Plates,2nd Choice,P355GH,Normalized (+N),,1,0.629,2890,2870,,9.2,,,,,2.2,CZ
38339487,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.158,7950,2650,,7,,,,,2.2,CZ
63793580,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.158,7950,2650,,7,,,,,2.2,CZ
72861203,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.583,12000,2800,,6,,,,,2.2,CZ
22034045,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.281,2620,2600,,5,,,,,2.2,CZ
59004879,Carbon Steel,Heavy Plates,2nd Choice,P265GH,As Rolled (+AR),,1,0.335,2550,2530,,6.3,,,,,2.2,CZ
56084223,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.044,10600,2460,,5.1,,,,,2.2,CZ
11573887,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,8.26,6500,2130,,76,,,,,2.2,CZ
93238745,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
87955819,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.178,12000,2500,,5,,,,,2.2,CZ
26094068,Carbon Steel,Heavy Plates,2nd Choice,P265GH,Normalized (+N),,1,0.542,5116,2500,,5.4,,,,,2.2,CZ
91838762,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.197,12200,2500,,5,,,,,2.2,CZ
45485956,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.178,12000,2500,,5,,,,,2.2,CZ
16405475,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.197,12200,2500,,5,,,,,2.2,CZ
86416968,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.178,12000,2500,,5,,,,,2.2,CZ
33948779,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.178,12000,2500,,5,,,,,2.2,CZ
43423158,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,1.178,12000,2500,,5,,,,,2.2,CZ
58248827,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.044,10600,2460,,5.1,,,,,2.2,CZ
99782915,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,1.696,12000,3000,,6,,,,,2.2,CZ
21590132,Carbon Steel,Heavy Plates,2nd Choice,S355J2C,Normalized (+N),,1,1.039,9000,2450,,6,,,,,2.2,CZ
57106618,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,4.185,6210,3028,,27,,,,,2.2,CZ
57593309,Carbon Steel,Heavy Plates,2nd Choice,P265GH,Normalized (+N),,1,0.542,5116,2500,,5.4,,,,,2.2,CZ
53624027,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.589,6000,2500,,5,,,,,2.2,CZ
83890176,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.471,6000,2000,,5,,,,,2.2,CZ
53579795,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.471,6000,2000,,5,,,,,2.2,CZ
65622242,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.707,12000,1500,,5,,,,,2.2,CZ
41619895,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.707,12000,1500,,5,,,,,2.2,CZ
62006376,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.942,12000,2000,,5,,,,,2.2,CZ
65688139,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.942,12000,2000,,5,,,,,2.2,CZ
76228452,Carbon Steel,Heavy Plates,2nd Choice,S355J2,Normalized (+N),,1,0.942,12000,2000,,5,,,,,2.2,CZ
52803411,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.502,6400,2000,,5,,,,,2.2,CZ
89052491,Carbon Steel,Heavy Plates,2nd Choice,S235JR,Normalized (+N),,1,0.4,5100,2000,,5,,,,,2.2,CZ
73940505,Carbon Steel,H-Sections,2nd Choice,S235JR,As Rolled (+AR),,1,4.07,12100,,,,,,,,2.2,DE
30068106,Carbon Steel,H-Sections,2nd Choice,S235JR,As Rolled (+AR),,1,3.82,12100,,,,,,,,2.2,DE
50446865,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,0.686,7750,,,,,,,,3.1,DE
80586247,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,0.82,9300,,,,,,,,3.1,DE
61946606,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,2.73,10300,,,,,,,,3.1,DE
30258266,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,1.007,11300,,,,,,,,3.1,DE
68023877,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,13.005,12100,,,,,,,,3.1,DE
59463173,Carbon Steel,H-Sections,2nd Choice,S235JR,As Rolled (+AR),,1,14.455,12000,,,,,,,,2.2,DE
80564364,Carbon Steel,H-Sections,2nd Choice,S235JR,As Rolled (+AR),,1,18.385,12100,,,,,,,,2.2,DE
41133477,Carbon Steel,H-Sections,2nd Choice,S235JR,As Rolled (+AR),,1,4.425,14100,,,,,,,,2.2,DE
47096369,Carbon Steel,H-Sections,2nd Choice,S235JR,As Rolled (+AR),,1,9.47,15100,,,,,,,,2.2,DE
14621483,Carbon Steel,H-Sections,2nd Choice,S235JR,As Rolled (+AR),,1,5.675,18100,,,,,,,,2.2,DE
67078849,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,0.925,12100,,,,,,,,3.1,DE
85884380,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,0.925,12100,,,,,,,,3.1,DE
26911767,Carbon Steel,H-Sections,2nd Choice,S235JR,As Rolled (+AR),,1,1.74,12100,,,,,,,,2.2,DE
37334467,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,1.174,11500,,,,,,,,3.1,DE
53931085,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,2.422,11800,,,,,,,,3.1,DE
52547262,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,4.275,12100,,,,,,,,3.1,DE
54362673,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,1.36,8650,,,,,,,,3.1,DE
98686258,Carbon Steel,H-Sections,2nd Choice,S355J2,As Rolled (+AR),,1,2.925,9400,,,,,,,,3.1,DE
